variant,date_num,prob,SE,df,asymp.LCL,asymp.UCL,date,totcases,cases,smoothed_totcases,smoothed_cases
Delta,18354,3.65747265296584e-49,2.4232156128265262e-48,NA,-4.383668062618562e-48,5.11516259321173e-48,2020-04-02,82,NA,84.75975534116787,NA
Beta,18354,1.3491017763286418e-6,4.2522309418264253e-7,NA,5.156798263359793e-7,2.1825237263213043e-6,2020-04-02,82,NA,84.75975534116787,NA
Alpha,18354,2.981733591399006e-23,1.7331229572645266e-22,NA,-3.098685217878122e-22,3.6950319361579234e-22,2020-04-02,82,NA,84.75975534116787,NA
C.1.2,18354,6.3463019321315834e-62,1.22706632281797e-60,NA,-2.3415427800439043e-60,2.468468818686536e-60,2020-04-02,82,NA,84.75975534116787,NA
Other,18354,0.9999986508982236,4.2522309415116133e-7,NA,0.9999978174762737,0.9999994843201735,2020-04-02,82,81.99988937365434,84.75975534116787,84.75964099163137
Omicron,18354,2.6782229318487376e-43,1.9129397766999746e-42,NA,-3.4814707737411687e-42,4.0171153601109163e-42,2020-04-02,82,NA,84.75975534116787,NA
Delta,18355,5.514262413974786e-49,3.6396518038815573e-48,NA,-6.582160210476612e-48,7.685012693271569e-48,2020-04-03,43,NA,81.94876431530848,NA
Beta,18355,1.4578326561697714e-6,4.5702204433884166e-7,NA,5.620859091247742e-7,2.3535794032147683e-6,2020-04-03,43,NA,81.94876431530848,NA
Alpha,18355,3.6900777952538223e-23,2.136062348961883e-22,NA,-3.817597493171936e-22,4.555613052222701e-22,2020-04-03,43,NA,81.94876431530848,NA
C.1.2,18355,1.0473662421217366e-61,2.0176862070626144e-60,NA,-3.849855673733776e-60,4.059328922158123e-60,2020-04-03,43,NA,81.94876431530848,NA
Other,18355,0.9999985421673439,4.570220443660407e-7,NA,0.9999976464205967,0.999999437914091,2020-04-03,43,42.99993731319579,81.94876431530848,81.94864484772373
Omicron,18355,3.0062667541143687e-43,2.1418719117370248e-42,NA,-3.8973651310910843e-42,4.4986184819139585e-42,2020-04-03,43,NA,81.94876431530848,NA
Delta,18356,8.312707187144761e-49,5.466012709699274e-48,NA,-9.88191733133429e-48,1.154445876876324e-47,2020-04-04,80,NA,79.45301202823441,NA
Beta,18356,1.5752729097258806e-6,4.911693760235808e-7,NA,6.125986224106513e-7,2.5379471970411098e-6,2020-04-04,80,NA,79.45301202823441,NA
Alpha,18356,4.566351720863946e-23,2.632442747254857e-22,NA,-4.7028578038967995e-22,5.616128148069589e-22,2020-04-04,80,NA,79.45301202823441,NA
C.1.2,18356,1.7282796057508804e-61,3.3171982392795805e-60,NA,-6.328761117992569e-60,6.674417039142745e-60,2020-04-04,80,NA,79.45301202823441,NA
Other,18356,0.9999984247270902,4.911693759746847e-7,NA,0.999997462052803,0.9999993874013774,2020-04-04,80,79.99987397816722,79.45301202823441,79.45288686805696
Omicron,18356,3.374597693266898e-43,2.39828688671088e-42,NA,-4.3630961532213265e-42,5.0380156918747057e-42,2020-04-04,80,NA,79.45301202823441,NA
Delta,18357,1.2529807983283081e-48,8.207721310447363e-48,NA,-1.4833857365290417e-47,1.733981896194703e-47,2020-04-05,70,NA,77.44631546807024,NA
Beta,18357,1.7021137276230697e-6,5.278355501609922e-7,NA,6.675750595476401e-7,2.7366523956984996e-6,2020-04-05,70,NA,77.44631546807024,NA
Alpha,18357,5.65026969089321e-23,3.2438681987469347e-22,NA,-5.792837871049487e-22,6.922891809228129e-22,2020-04-05,70,NA,77.44631546807024,NA
C.1.2,18357,2.8514436982804574e-61,5.452795246686799e-60,NA,-1.0402137928749277e-59,1.097242666840537e-59,2020-04-05,70,NA,77.44631546807024,NA
Other,18357,0.9999982978862724,5.278355501845009e-7,NA,0.9999972633476042,0.9999993324249405,2020-04-05,70,69.99988085203907,77.44631546807024,77.44618364563352
Omicron,18357,3.7881807006714514e-43,2.6854974903869255e-42,NA,-4.884660291663927e-42,5.642296431798218e-42,2020-04-05,70,NA,77.44631546807024,NA
Delta,18358,1.888388712090366e-48,1.232292701616019e-47,NA,-2.226410442369924e-47,2.6040881847879965e-47,2020-04-06,31,NA,76.088809989545,NA
Beta,18358,1.8391004653977523e-6,5.672031207315548e-7,NA,7.27402776845181e-7,2.9507981539503237e-6,2020-04-06,31,NA,76.088809989545,NA
Alpha,18358,6.990911463357754e-23,3.99692057458382e-22,NA,-7.134729228915649e-22,8.5329115215872e-22,2020-04-06,31,NA,76.088809989545,NA
C.1.2,18358,4.703798724437058e-61,8.961788021053645e-60,NA,-1.709440188590392e-59,1.803516163079133e-59,2020-04-06,31,NA,76.088809989545,NA
Other,18358,0.9999981608995345,5.672031206890848e-7,NA,0.9999970492018461,0.999999272597223,2020-04-06,31,30.99994298788557,76.088809989545,76.08867005457913
Omicron,18358,4.252595240939648e-43,3.007217854392874e-42,NA,-5.468779164181883e-42,6.319298212369813e-42,2020-04-06,31,NA,76.088809989545,NA
Delta,18359,2.845650710100875e-48,1.8498759475569517e-47,NA,-3.341125162068443e-47,3.9102553040886175e-47,2020-04-07,63,NA,75.54011748352968,NA
Beta,18359,1.987036818782456e-6,6.094675673556519e-7,NA,7.925023370201392e-7,3.1815713005447733e-6,2020-04-07,63,NA,75.54011748352968,NA
Alpha,18359,8.648923586885475e-23,4.924302058160085e-22,NA,-8.786562324301679e-22,1.0516347041678775e-21,2020-04-07,63,NA,75.54011748352968,NA
C.1.2,18359,7.758246309185421e-61,1.472636656538244e-59,NA,-2.8087323460365845e-59,2.9638972722202933e-59,2020-04-07,63,NA,75.54011748352968,NA
Other,18359,0.9999980129631812,6.094675673568232e-7,NA,0.9999968184286995,0.999999207497663,2020-04-07,63,62.99987481668042,75.54011748352968,75.53996738253495
Omicron,18359,4.7741117374144005e-43,3.367612365534252e-42,NA,-6.122987776597428e-42,7.077810124080308e-42,2020-04-07,63,NA,75.54011748352968,NA
Delta,18360,4.2875892238374253e-48,2.776559177654954e-47,NA,-5.013197066764116e-47,5.8707149115316015e-47,2020-04-08,96,NA,75.95532494569187,NA
Beta,18360,2.146789314159549e-6,6.548381829798315e-7,NA,8.633300598174299e-7,3.4302485685016686e-6,2020-04-08,96,NA,75.95532494569187,NA
Alpha,18360,1.0699236279007147e-22,6.066238706920668e-22,NA,-1.081968575928662e-21,1.2959533015088049e-21,2020-04-08,96,NA,75.95532494569187,NA
C.1.2,18360,1.279402138204707e-60,2.4194673094530674e-59,NA,-4.614128574479566e-59,4.870009002120507e-59,2020-04-08,96,NA,75.95532494569187,NA
Other,18360,0.9999978532106859,6.548381830498932e-7,NA,0.9999965697514315,0.9999991366699403,2020-04-08,96,95.99979390822585,75.95532494569187,75.95516188561193
Omicron,18360,5.359777582860498e-43,3.7713505797065345e-42,NA,-6.855733551013011e-42,7.92768906758511e-42,2020-04-08,96,NA,75.95532494569187,NA
Delta,18361,6.459282834136701e-48,4.166822553136815e-47,NA,-7.520893850703721e-47,8.81275041753106e-47,2020-04-09,89,NA,77.35213727671393,NA
Beta,18361,2.3192921373488786e-6,7.035390201228776e-7,NA,9.403809961894385e-7,3.6982032785083187e-6,2020-04-09,89,NA,77.35213727671393,NA
Alpha,18361,1.3234416056530355e-22,7.472204457290436e-22,NA,-1.3321810015755877e-21,1.5968693227061947e-21,2020-04-09,89,NA,77.35213727671393,NA
C.1.2,18361,2.1094878435600408e-60,3.974338667857746e-59,NA,-7.578611867010074e-59,8.000509435722082e-59,2020-04-09,89,NA,77.35213727671393,NA
Other,18361,0.9999976807078627,7.035390201416487e-7,NA,0.9999963017967215,0.9999990596190038,2020-04-09,89,88.99979358299977,77.35213727671393,77.35195787451013
Omicron,18361,6.017513919995141e-43,4.223668879392353e-42,NA,-7.676487494232144e-42,8.879990278231173e-42,2020-04-09,89,NA,77.35213727671393,NA
Delta,18362,9.729558906555452e-48,6.25223028309494e-47,NA,-1.1281190287261201e-46,1.322710206857229e-46,2020-04-10,69,NA,79.69938143727398,NA
Beta,18362,2.5055523255447336e-6,7.558098993412106e-7,NA,1.0241921436771176e-6,3.98691250741235e-6,2020-04-10,69,NA,79.69938143727398,NA
Alpha,18362,1.6368802257925167e-22,9.203038369804692e-22,NA,-1.6400743527364885e-21,1.9674503978949916e-21,2020-04-10,69,NA,79.69938143727398,NA
C.1.2,18362,3.47753250987816e-60,6.527226702211249e-59,NA,-1.2445376004274378e-58,1.3140882506250009e-58,2020-04-10,69,NA,79.69938143727398,NA
Other,18362,0.9999974944476745,7.558098993434274e-7,NA,0.9999960130874926,0.9999989758078563,2020-04-10,69,68.99982711688953,79.69938143727398,79.69918174630348
Omicron,18362,6.7562245492831514e-43,4.73043970922324e-42,NA,-8.595869006187358e-42,9.947113916043988e-42,2020-04-10,69,NA,79.69938143727398,NA
Delta,18363,1.4653382610634728e-47,9.379829767208874e-47,NA,-1.6918790263782634e-46,1.984946678590958e-46,2020-04-11,25,NA,82.99233614786588,NA
Beta,18363,2.706655348969548e-6,8.119074837823556e-7,NA,1.1153459219775933e-6,4.297964775961503e-6,2020-04-11,25,NA,82.99233614786588,NA
Alpha,18363,2.0243609955137211e-22,1.133354435868971e-21,NA,-2.018897776470521e-21,2.423769975573265e-21,2020-04-11,25,NA,82.99233614786588,NA
C.1.2,18363,5.731751563505003e-60,1.0717882249742356e-58,NA,-2.0433488043685642e-58,2.1579838356386645e-58,2020-04-11,25,NA,82.99233614786588,NA
Other,18363,0.9999972933446512,8.119074838790316e-7,NA,0.9999957020352239,0.9999988846540784,2020-04-11,25,24.99993233361628,82.99233614786588,82.99211151621533
Omicron,18363,7.585918493743953e-43,5.2982493282105565e-42,NA,-9.625786015031829e-42,1.114296971378062e-41,2020-04-11,25,NA,82.99233614786588,NA
Delta,18364,2.2065647830338106e-47,1.4069644442198135e-46,NA,-2.5369431598958667e-46,2.9782561165026285e-46,2020-04-12,145,NA,87.24756198579712,NA
Beta,18364,2.923771110697545e-6,8.72106423920393e-7,NA,1.2144739291275544e-6,4.633068292267536e-6,2020-04-12,145,NA,87.24756198579712,NA
Alpha,18364,2.5033224037030443e-22,1.3955682790857266e-21,NA,-2.4849313246042617e-21,2.9855958053448705e-21,2020-04-12,145,NA,87.24756198579712,NA
C.1.2,18364,9.445463540341805e-60,1.7595575461963992e-58,NA,-3.3542147838671964e-58,3.543124054674032e-58,2020-04-12,145,NA,87.24756198579712,NA
Other,18364,0.9999970762288893,8.72106423909179e-7,NA,0.9999953669317078,0.9999987855260709,2020-04-12,145,144.99957605318895,87.24756198579712,87.24730689389591
Omicron,18364,8.51784794488824e-43,5.934485134486179e-42,NA,-1.0779592335892425e-41,1.2483161924870074e-41,2020-04-12,145,NA,87.24756198579712,NA
Delta,18365,3.3222147240324118e-47,2.110073613608215e-46,NA,-3.8034468149971456e-46,4.467889759803628e-46,2020-04-13,99,NA,92.4980861635172,NA
Beta,18365,3.1581603950971993e-6,9.367005767983304e-7,NA,1.3222610002745772e-6,4.994059789919821e-6,2020-04-13,99,NA,92.4980861635172,NA
Alpha,18365,3.0952961277368427e-22,1.7182487997453576e-21,NA,-3.0581761512063914e-21,3.67723537675376e-21,2020-04-13,99,NA,92.4980861635172,NA
C.1.2,18365,1.55624053471819e-59,2.8880847017249714e-58,NA,-5.504917946210228e-58,5.816166053153866e-58,2020-04-13,99,NA,92.4980861635172,NA
Other,18365,0.9999968418396049,9.367005768287573e-7,NA,0.9999950059402101,0.9999986777389998,2020-04-13,99,98.9996873421209,92.4980861635172,92.49779403972485
Omicron,18365,9.564663533158552e-43,6.64743375040171e-42,NA,-1.2072264387087514e-41,1.3985197093719223e-41,2020-04-13,99,NA,92.4980861635172,NA
Delta,18366,5.001141078208254e-47,3.1640005662697734e-46,NA,-5.7012130491322656e-46,6.701441264773917e-46,2020-04-14,143,NA,98.78891053834859,NA
Beta,18366,3.411181797484581e-6,1.006004304348728e-6,NA,1.4394495926688033e-6,5.382914002300359e-6,2020-04-14,143,NA,98.78891053834859,NA
Alpha,18366,3.8268641210293887e-22,2.115287592322677e-21,NA,-3.763201085793951e-21,4.528573909999829e-21,2020-04-14,143,NA,98.78891053834859,NA
C.1.2,18366,2.5635717072901533e-59,4.739429671887096e-58,NA,-9.032754293430176e-58,9.545468634888207e-58,2020-04-14,143,NA,98.78891053834859,NA
Other,18366,0.9999965888182025,1.006004304339993e-6,NA,0.9999946170859977,0.9999985605504074,2020-04-14,143,142.99951220100297,98.78891053834859,98.78857355141517
Omicron,18366,1.074058911360905e-42,7.446391204498904e-42,NA,-1.3520599664252774e-41,1.5668717486974586e-41,2020-04-14,143,NA,98.78891053834859,NA
Delta,18367,7.527297339887655e-47,4.743491240670124e-46,NA,-8.544342258705892e-46,1.0049801726683424e-45,2020-04-15,91,NA,106.1723700625342,NA
Beta,18367,3.6842991698654757e-6,1.0803538556225047e-6,NA,1.5668445222863817e-6,5.801753817444569e-6,2020-04-15,91,NA,106.1723700625342,NA
Alpha,18367,4.730838536749432e-22,2.6037543074023888e-21,NA,-4.63018081342477e-21,5.5763485207746565e-21,2020-04-15,91,NA,106.1723700625342,NA
C.1.2,18367,4.222088060651233e-59,7.775882592043757e-58,NA,-1.48182410223526e-57,1.5662658634482847e-57,2020-04-15,91,NA,106.1723700625342,NA
Other,18367,0.9999963157008301,1.0803538556089524e-6,NA,0.9999941982461826,0.9999984331554777,2020-04-15,91,90.99966472877554,106.1723700625342,106.17197889175931
Omicron,18367,1.2061618536662631e-42,8.341786714308742e-42,NA,-1.5143439673093582e-41,1.7555763380426107e-41,2020-04-15,91,NA,106.1723700625342,NA
Delta,18368,1.1327544160799634e-46,7.110176810706495e-46,NA,-1.2802936056616629e-45,1.5068444888776555e-45,2020-04-16,99,NA,114.70294293389854,NA
Beta,18368,3.9790896200668756e-6,1.1601088380225588e-6,NA,1.7053180793960494e-6,6.252861160737702e-6,2020-04-16,99,NA,114.70294293389854,NA
Alpha,18368,5.847716124907993e-22,3.2046203111092158e-21,NA,-5.6961687814088054e-21,6.865712006390404e-21,2020-04-16,99,NA,114.70294293389854,NA
C.1.2,18368,6.952162993156067e-59,1.275494259169821e-57,NA,-2.4304011805288855e-57,2.569444440392007e-57,2020-04-16,99,NA,114.70294293389854,NA
Other,18368,0.99999602091038,1.1601088380250527e-6,NA,0.9999937471388393,0.9999982946819207,2020-04-16,99,98.99960607012761,114.70294293389854,114.70248652060893
Omicron,18368,1.3545737188717163e-42,9.345321762544223e-42,NA,-1.6961920359653335e-41,1.967106779739677e-41,2020-04-16,99,NA,114.70294293389854,NA
Delta,18369,1.7043443700385098e-46,1.0655690259973305e-45,NA,-1.9180424769923408e-45,2.258911351000043e-45,2020-04-17,178,NA,124.43117640828358,NA
Beta,18369,4.297252104170108e-6,1.2456537829261662e-6,NA,1.8558155524287483e-6,6.738688655911468e-6,2020-04-17,178,NA,124.43117640828358,NA
Alpha,18369,7.227470643452475e-22,3.943646271380938e-21,NA,-7.006657595327061e-21,8.452151724017558e-21,2020-04-17,178,NA,124.43117640828358,NA
C.1.2,18369,1.1445142795072888e-58,2.0917523813046242e-57,NA,-3.9853079039822276e-57,4.2142107598836853e-57,2020-04-17,178,NA,124.43117640828358,NA
Other,18369,0.9999957027478957,1.2456537828495984e-6,NA,0.9999932613113441,0.9999981441844473,2020-04-17,178,177.99923508912545,124.43117640828358,124.43064169614892
Omicron,18369,1.5213171442800632e-42,1.0470126371740904e-41,NA,-1.8999753457915134e-41,2.2042387746475258e-41,2020-04-17,178,NA,124.43117640828358,NA
Delta,18370,2.5639054080989632e-46,1.5966135371148635e-45,NA,-2.87291448916434e-45,3.3856955707841333e-45,2020-04-18,251,NA,135.3964621085913,NA
Beta,18370,4.6406166549120086e-6,1.3373998113724732e-6,NA,2.0193611916913e-6,7.261872118132717e-6,2020-04-18,251,0.0011647947803829141,135.3964621085913,NA
Alpha,18370,8.931761455733827e-22,4.8524705924387515e-21,NA,-8.617491451646307e-21,1.0403843742793073e-20,2020-04-18,251,NA,135.3964621085913,NA
C.1.2,18370,1.883774299462702e-58,3.4295941809518765e-57,NA,-6.533503646307551e-57,6.910258506200092e-57,2020-04-18,251,NA,135.3964621085913,NA
Other,18370,0.999995359383345,1.3373998113547441e-6,NA,0.9999927381278819,0.9999979806388082,2020-04-18,251,250.99883520521962,135.3964621085913,135.3958337855142
Omicron,18370,1.7086669560636518e-42,1.1730934721813748e-41,NA,-2.1283542603681685e-41,2.470087651580899e-41,2020-04-18,251,NA,135.3964621085913,NA
Delta,18371,3.856273924157735e-46,2.3918459247362994e-45,NA,-4.3023044766362735e-45,5.07355926146782e-45,2020-04-19,124,NA,147.6184884624332,NA
Beta,18371,5.0111542916809246e-6,1.4357864058068453e-6,NA,2.1970646468072978e-6,7.825243936554552e-6,2020-04-19,124,NA,147.6184884624332,NA
Alpha,18371,1.1036654468164605e-21,5.969943882456429e-21,NA,-1.059720955252336e-20,1.2804540446156281e-20,2020-04-19,124,NA,147.6184884624332,NA
C.1.2,18371,3.09984994860111e-58,5.621777335544672e-57,NA,-1.0708496111910991e-56,1.1328466101631211e-56,2020-04-19,124,NA,147.6184884624332,NA
Other,18371,0.9999949888457084,1.4357864058462797e-6,NA,0.9999921747560634,0.9999978029353533,2020-04-19,124,123.99937861686784,147.6184884624332,147.6177487234112
Omicron,18371,1.9191818040292784e-42,1.3144282524772468e-41,NA,-2.3843138547143963e-41,2.768150215520252e-41,2020-04-19,124,NA,147.6184884624332,NA
Delta,18372,5.7990005474380965e-46,3.5824481139197646e-45,NA,-6.441569225022373e-45,7.601369334509991e-45,2020-04-20,142,NA,161.08733074700476,NA
Beta,18372,5.410987660871805e-6,1.5412832941918976e-6,NA,2.3901279142824343e-6,8.431847407461176e-6,2020-04-20,142,NA,161.08733074700476,NA
Alpha,18372,1.3635973655068979e-21,7.343764739925072e-21,NA,-1.3029917035681396e-20,1.575711176669519e-20,2020-04-20,142,NA,161.08733074700476,NA
C.1.2,18372,5.099814730602473e-58,9.212992958420138e-57,NA,-1.7547152915264342e-56,1.8567115861384838e-56,2020-04-20,142,NA,161.08733074700476,NA
Other,18372,0.9999945890123391,1.5412832941635656e-6,NA,0.9999915681525925,0.9999976098720856,2020-04-20,142,141.99923163975214,161.08733074700476,161.08645910544575
Omicron,18372,2.1557397914808037e-42,1.472872887489184e-41,NA,-2.671203834136235e-41,3.1023517924323955e-41,2020-04-20,142,NA,161.08733074700476,NA
Delta,18373,8.718785391880895e-46,5.364609011546974e-45,NA,-9.642561914582996e-45,1.1386318992959175e-44,2020-04-21,165,NA,175.75232347499391,NA
Beta,18373,5.842402458720211e-6,1.6543924531438684e-6,NA,2.5998528342633613e-6,9.08495208317706e-6,2020-04-21,165,NA,175.75232347499391,0.0010268158067960943
Alpha,18373,1.6845428556759026e-21,9.032484486769547e-21,NA,-1.601880142930916e-20,1.9387887140660967e-20,2020-04-21,165,NA,175.75232347499391,NA
C.1.2,18373,8.38818150562118e-58,1.5094605853221372e-56,NA,-2.8746065682579255e-56,3.042370198370349e-56,2020-04-21,165,NA,175.75232347499391,NA
Other,18373,0.9999941575975413,1.654392453164999e-6,NA,0.9999909150479168,0.9999974001471658,2020-04-21,165,164.9990360035943,175.75232347499391,175.75129665918712
Omicron,18373,2.421578608435641e-42,1.6505105635326718e-41,NA,-2.9927833997833804e-41,3.4770991214705085e-41,2020-04-21,165,NA,175.75232347499391,NA
Delta,18374,1.3106132596013637e-45,8.031669677707616e-45,NA,-1.4431170044427985e-44,1.7052396563630713e-44,2020-04-22,170,NA,191.5101027129894,NA
Beta,18374,6.307859692295359e-6,1.7756502370995008e-6,NA,2.8276491784403302e-006,9.788070206150387e-6,2020-04-22,170,0.001072336147690211,191.5101027129894,0.00120801885757061
Alpha,18374,2.0807696466642055e-21,1.110796355479745e-20,NA,-1.9690438862322305e-20,2.3851978155650713e-20,2020-04-22,170,NA,191.5101027129894,NA
C.1.2,18374,1.3793634142304748e-57,2.4724897577296326e-56,NA,-4.708054535871195e-56,4.98392721871729e-56,2020-04-22,170,NA,191.5101027129894,NA
Other,18374,0.9999936921403076,1.7756502370475258e-6,NA,0.9999902119297939,0.9999971723508214,2020-04-22,170,169.9989276638523,191.5101027129894,191.50889469413184
Omicron,18374,2.7203407416248787e-42,1.8496797808479484e-41,NA,-3.3532716792314304e-41,3.897339827556406e-41,2020-04-22,170,NA,191.5101027129894,NA
Delta,18375,1.9697314794930337e-45,1.2022127837373326e-44,NA,-2.1593206099295085e-44,2.5532669058281154e-44,2020-04-23,318,NA,208.19250588885564,NA
Beta,18375,6.8100088381389804e-006,1.9056296408974866e-6,NA,3.075043374107911e-6,1.054497430217005e-5,2020-04-23,318,0.002165582810528196,208.19250588885564,0.0014177928051374085
Alpha,18375,2.569867894644678e-21,1.365838064833331e-20,NA,-2.4200066263227434e-20,2.933980205251679e-20,2020-04-23,318,NA,208.19250588885564,NA
C.1.2,18375,2.2676959243901093e-57,4.0488963329124455e-56,NA,-7.708921397205677e-56,8.1624605820837e-56,2020-04-23,318,NA,208.19250588885564,NA
Other,18375,0.9999931899911619,1.9056296409474086e-6,NA,0.9999894550256978,0.9999969249566261,2020-04-23,318,317.9978344171895,208.19250588885564,208.19108809605052
Omicron,18375,3.056124408309794e-42,2.0730058772984177e-41,NA,-3.757404418413777e-41,4.368629300075736e-41,2020-04-23,318,NA,208.19250588885564,NA
Delta,18376,2.959726355553598e-45,1.7991307416237478e-44,NA,-3.2302588215060224e-44,3.822204092616742e-44,2020-04-24,267,NA,225.55826305060899,NA
Beta,18376,7.351701962075557e-6,2.044942703537344e-6,NA,3.3436879126943943e-6,1.135971601145672e-5,2020-04-24,267,0.0019629044238741737,225.55826305060899,0.0016582371250315165
Alpha,18376,3.1735202543761573e-21,1.6791918292926607e-20,NA,-2.973803483109929e-20,3.6085075339851604e-20,2020-04-24,267,NA,225.55826305060899,NA
C.1.2,18376,3.727210661319409e-57,6.6286637886608e-56,NA,-1.2619221225268047e-55,1.336466335753193e-55,2020-04-24,267,NA,225.55826305060899,NA
Other,18376,0.9999926482980379,2.04494270354302e-6,NA,0.9999886402839885,0.9999966563120873,2020-04-24,267,266.99803709557614,225.55826305060899,225.55660481348394
Omicron,18376,3.43354094407471e-42,2.323436476127037e-41,NA,-4.2104977191681773e-41,4.89720590798312e-41,2020-04-24,267,NA,225.55826305060899,NA
Delta,18377,4.446377448865977e-45,2.6918330868099474e-44,NA,-4.831258157654179e-44,5.720533647427374e-44,2020-04-25,141,NA,243.4161505555478,NA
Beta,18377,7.936008868018893e-6,2.1942430612921403e-6,NA,3.635371494559385e-6,1.2236646241478402e-5,2020-04-25,141,0.0011189772503906639,243.4161505555478,0.0019317527294278494
Alpha,18377,3.918449523734107e-21,2.0641275830471514e-20,NA,-3.653770769894714e-20,4.437460674641536e-20,2020-04-25,141,NA,243.4161505555478,NA
C.1.2,18377,6.124545045195368e-57,1.084926333276953e-55,NA,-2.0651710886499733e-55,2.187661989553881e-55,2020-04-25,141,NA,243.4161505555478,NA
Other,18377,0.999992063991132,2.194243061359235e-6,NA,0.9999877633537585,0.9999963646285056,2020-04-25,141,140.99888102274963,243.4161505555478,243.4142188028184
Omicron,18377,3.8577794686566454e-42,2.604281350550555e-41,NA,-4.718519705822753e-41,5.490075599554082e-41,2020-04-25,141,NA,243.4161505555478,NA
Delta,18378,6.678354886367982e-45,4.026574042440091e-44,NA,-7.224104615629633e-44,8.559775592903229e-44,2020-04-26,185,NA,261.7206412090935,NA
Beta,18378,8.566233348192523e-6,2.354228658763119e-6,NA,3.952029965644775e-6,1.3180436730740272e-5,2020-04-26,185,0.001584753169415617,261.7206412090935,0.0022419600846356673
Alpha,18378,4.837584577936041e-21,2.5369194421612073e-20,NA,-4.4885122805218055e-20,5.456029196109013e-20,2020-04-26,185,NA,261.7206412090935,NA
C.1.2,18378,1.0061257630251324e-56,1.7752404255047023e-55,NA,-3.378794721586263e-55,3.58001987419129e-55,2020-04-26,185,NA,261.7206412090935,NA
Other,18378,0.9999914337666518,2.3542286587209252e-6,NA,0.9999868195632693,0.9999960479700343,2020-04-26,185,184.99841524683058,261.7206412090935,261.7183992490089
Omicron,18378,4.3346797599550906e-42,2.9192572604384275e-41,NA,-5.288171116070873e-41,6.155107068061891e-41,2020-04-26,185,NA,261.7206412090935,NA
